,bin,camis,boro,zipcode,cuisine_description,inspection_date_Ymd,inspection_year,inspection_date_Ymd_next,days_next_inspection,flag_restaurant_one_year,latitude,longitude
47,1036185.0,50064665,Manhattan,10169.0,Salads,2017-08-17,2017,2018-02-08,175,0,40.75450075314,-73.975950427165
48,1002615.0,50118227,Manhattan,10013.0,Chinese,2022-02-07,2022,2022-02-07,0,1,40.717245818058,-73.997478430369
49,1088333.0,50089280,Manhattan,10002.0,Pizza,2019-04-10,2019,2019-04-10,0,1,40.719799971877,-73.983048195125
50,1015920.0,50094579,Manhattan,10018.0,Asian/Asian Fusion,2020-02-28,2020,2020-02-28,0,1,40.750725629097,-73.985999852129
51,1014452.0,50059837,Manhattan,10018.0,Korean,2017-03-06,2017,2017-03-06,0,1,40.753506550828,-73.990727536203
52,1028857.0,50081595,Manhattan,10023.0,American,2019-01-05,2019,2019-01-05,0,1,40.775106785143,-73.982192805464
53,1001289.0,50116332,Manhattan,10038.0,Coffee/Tea,2022-03-16,2022,2022-03-16,0,1,40.710345426878,-74.004007400192
54,1008670.0,50069543,Manhattan,10012.0,Thai,2017-09-27,2017,2017-09-27,0,1,40.729704341833,-73.999646408867
55,1001178.0,50108911,Manhattan,10038.0,Thai,2022-01-06,2022,2022-01-06,0,1,40.708273081669,-74.005114595977
56,1060761.0,50074795,Manhattan,10030.0,Coffee/Tea,2018-08-20,2018,2018-08-20,0,1,40.821310945351,-73.944731035597
57,1070846.0,50089257,Manhattan,10024.0,Donuts,2019-08-20,2019,2019-08-20,0,1,40.787514499858,-73.975122320852
58,1799161.0,50072809,Manhattan,10019.0,Chicken,2018-07-30,2018,2018-08-21,22,0,40.766812226924,-73.982808747226
59,1008101.0,50087425,Manhattan,10014.0,Greek,2020-01-03,2020,2020-01-03,0,1,40.727201067458,-74.003337341477
60,1077806.0,50074304,Manhattan,10004.0,American,2018-05-17,2018,2022-01-05,1329,1,40.703603820115,-74.010931770411
61,1055031.0,50071553,Manhattan,10026.0,"Juice, Smoothies, Fruit Salads",2018-02-08,2018,2018-02-08,0,1,40.801069195151,-73.952538897208
62,1015519.0,50088217,Manhattan,10010.0,Mediterranean,2019-04-04,2019,2019-04-04,0,1,40.741789360299,-73.993598113384
63,1014470.0,50096582,Manhattan,10018.0,Asian/Asian Fusion,2020-02-26,2020,2020-02-26,0,1,40.754791162271,-73.99155391774
64,1034512.0,50082702,Manhattan,10019.0,American,2018-11-14,2018,2018-11-14,0,1,40.759757359457,-73.977901373434
65,1064228.0,50056063,Manhattan,10040.0,American,2017-06-20,2017,2017-06-20,0,1,40.864879136848,-73.926863356194
66,1062443.0,50105058,Manhattan,10031.0,Frozen Desserts,2021-11-17,2021,2021-11-17,0,1,40.829223004434,-73.948417425708
67,1089732.0,50115534,Manhattan,10011.0,American,2022-02-23,2022,2022-02-23,0,1,40.743850641095,-73.992984411434
68,1010023.0,50056708,Manhattan,10014.0,American,2018-06-22,2018,2018-06-22,0,1,40.732476494773,-74.003723686622
69,1083810.0,50102550,Manhattan,10028.0,Sandwiches/Salads/Mixed Buffet,2021-09-30,2021,2021-12-08,69,0,40.778626320636,-73.962545856846
70,1007216.0,50060947,Manhattan,10012.0,American,2017-05-12,2017,2017-05-12,0,1,40.722340101592,-73.997254561181
71,1061862.0,50044902,Manhattan,10031.0,American,2016-06-07,2016,2016-06-07,0,1,40.823945199663,-73.949162239364
72,1036534.0,50091447,Manhattan,10022.0,Chinese,2019-09-12,2019,2019-09-12,0,1,40.759481018905,-73.96972912246
73,1048084.0,50075290,Manhattan,10128.0,Tex-Mex,2018-06-11,2018,2018-06-11,0,1,40.780217501487,-73.952976283073
74,1043183.0,50066331,Manhattan,10021.0,Coffee/Tea,2017-08-03,2017,2017-08-03,0,1,40.77245215137,-73.958989490147
75,1004123.0,50103576,Manhattan,10002.0,Pizza,2022-01-19,2022,2022-01-19,0,1,40.718968538146,-73.984689815097
76,1029634.0,50066064,Manhattan,10023.0,Jewish/Kosher,2018-05-17,2018,2018-05-17,0,1,40.776026165952,-73.981484882558
77,1002392.0,50108333,Manhattan,10013.0,Chinese,2021-10-28,2021,2021-10-28,0,1,40.716477292887,-73.997979881762
78,1007255.0,50086126,Manhattan,10012.0,American,2019-03-19,2019,2019-03-19,0,1,40.72284516588,-74.001143640902
79,1040102.0,50099336,Manhattan,10022.0,Coffee/Tea,2020-01-18,2020,2020-01-18,0,1,40.753795563666,-73.965952692094
80,1001006.0,50080129,Manhattan,10005.0,American,2018-08-07,2018,2018-08-07,0,1,40.706765952404,-74.009143305044
81,1018473.0,50065772,Manhattan,10016.0,American,2017-07-10,2017,2017-07-10,0,1,40.745249038997,-73.980569585904
82,1008838.0,50095758,Manhattan,10003.0,Chinese,2021-08-19,2021,2021-08-19,0,1,40.730176279961,-73.993902313632
83,1015042.0,50102974,Manhattan,10001.0,Coffee/Tea,2021-08-18,2021,2021-08-18,0,1,40.744890795166,-73.991360297187
84,1008366.0,50098467,Manhattan,10014.0,American,2021-11-16,2021,2021-11-16,0,1,40.730234056404,-74.002428252364
85,1034354.0,50065598,Manhattan,10036.0,Indian,2017-07-11,2017,2017-07-11,0,1,40.757718718954,-73.981995334485
86,1017087.0,50106188,Manhattan,10016.0,Japanese,2021-12-15,2021,2021-12-15,0,1,40.747530237861,-73.982442010813
87,1014499.0,50101486,Manhattan,10018.0,Chicken,2020-02-06,2020,2020-02-11,5,0,40.754568654554,-73.989363025222
88,1072223.0,50074933,Manhattan,10021.0,"Juice, Smoothies, Fruit Salads",2018-04-24,2018,2018-04-24,0,1,40.76714674721,-73.959581217516
89,1009001.0,50113322,Manhattan,10003.0,Asian/Asian Fusion,2021-08-20,2021,2021-08-20,0,1,40.732912632743,-73.991167010894
90,1017793.0,50087329,Manhattan,10003.0,American,2019-04-10,2019,2019-04-10,0,1,40.734800762909,-73.988189871014
91,1018010.0,50103016,Manhattan,10010.0,Steakhouse,2021-12-08,2021,2021-12-08,0,1,40.739678047559,-73.986720296845
92,1080917.0,50065660,Manhattan,10019.0,Latin American,2017-07-13,2017,2017-07-13,0,1,40.76594772192,-73.983444338958
93,1047963.0,50079759,Manhattan,10028.0,Japanese,2018-08-07,2018,2018-08-07,0,1,40.779026630323,-73.953843708769
94,1062616.0,50093284,Manhattan,10032.0,Mexican,2020-03-03,2020,2020-03-03,0,1,40.836547016455,-73.939326405358
95,1013871.0,50108031,Manhattan,10011.0,Bakery Products/Desserts,2021-12-02,2021,2021-12-02,0,1,40.741663277666,-73.999296299032
96,1066187.0,50079488,Manhattan,10007.0,Coffee/Tea,2019-06-20,2019,2019-06-20,0,1,40.716001936603,-74.011016780261
97,1034202.0,50091675,Manhattan,10036.0,American,2019-06-03,2019,2020-02-10,252,0,40.755643909325,-73.98351548993
98,1029658.0,50067671,Manhattan,10023.0,Pizza,2017-10-26,2017,2017-10-26,0,1,40.776657558506,-73.982109344752
99,1014504.0,50094046,Manhattan,10018.0,American,2019-08-30,2019,2021-10-14,776,1,40.754914392845,-73.988319840602
100,1071461.0,50081570,Manhattan,10022.0,American,2018-11-16,2018,2018-11-16,0,1,40.759283554654,-73.970335639029
101,1080738.0,50083618,Manhattan,10018.0,Asian/Asian Fusion,2018-10-01,2018,2018-10-01,0,1,40.752421672543,-73.984310338148
102,1048791.0,50107643,Manhattan,10028.0,Pizza,2021-08-31,2021,2021-08-31,0,1,40.77857081743,-73.953389073791
103,1088722.0,50085430,Manhattan,10025.0,Japanese,2019-07-12,2019,2019-07-12,0,1,40.801327767141,-73.961369979813
104,1002323.0,50098557,Manhattan,10013.0,Coffee/Tea,2019-10-11,2019,2019-10-11,0,1,40.718480960899,-74.002644270279
105,1007059.0,50095297,Manhattan,10013.0,Coffee/Tea,2019-08-22,2019,2019-08-22,0,1,40.722814929329,-74.003380413368
106,1013512.0,50099935,Manhattan,10001.0,American,2019-12-18,2019,2022-03-10,813,1,40.751226009742,-73.997863328177
107,1008522.0,50053174,Manhattan,10012.0,Japanese,2016-10-06,2016,2020-02-26,1238,1,40.726484436825,-73.991770385143
108,1082399.0,50102038,Manhattan,10019.0,Seafood,2021-11-30,2021,2021-11-30,0,1,40.763338130521,-73.989061997437
109,1001435.0,50091096,Manhattan,10007.0,Indian,2019-05-10,2019,2019-05-10,0,1,40.71404780671,-74.009382384449
110,1063381.0,50043445,Manhattan,10032.0,American,2017-03-10,2017,2017-03-10,0,1,40.842564909726,-73.942096615289
111,1000000.0,50048635,Manhattan,10023.0,Coffee/Tea,2017-05-01,2017,2017-05-01,0,1,40.779182706128,-73.981942568532
112,1016062.0,50063050,Manhattan,10003.0,"Juice, Smoothies, Fruit Salads",2017-05-31,2017,2021-08-05,1527,1,40.735852416673,-73.993245062113
113,1077803.0,50077642,Manhattan,10012.0,Asian/Asian Fusion,2018-10-30,2018,2018-10-30,0,1,40.72883699511,-74.000555635949
114,1018308.0,50086146,Manhattan,10016.0,Thai,2018-12-18,2018,2018-12-18,0,1,40.744162244349,-73.981360244182
115,1041904.0,50059027,Manhattan,10022.0,American,2017-11-09,2017,2020-02-13,826,1,40.761887230821,-73.966349230214
116,1001047.0,50049766,Manhattan,10006.0,Eastern European,2016-10-27,2016,2016-10-27,0,1,40.708615410463,-74.014218505896
117,1080767.0,50094854,Manhattan,10010.0,American,2019-11-15,2019,2019-11-15,0,1,40.740309628762,-73.989473569928
118,1014402.0,50095880,Manhattan,10001.0,Coffee/Tea,2019-08-14,2019,2019-08-14,0,1,40.752114998774,-73.991254687178
119,1051901.0,50077876,Manhattan,10029.0,Coffee/Tea,2018-10-03,2018,2018-10-03,0,1,40.790574205963,-73.948342755742
120,1009238.0,50058469,Manhattan,10003.0,Coffee/Tea,2017-01-09,2017,2017-01-09,0,1,40.732599909273,-73.993934565065
121,1004189.0,50096067,Manhattan,10002.0,Tex-Mex,2019-08-22,2019,2019-08-22,0,1,40.717881804498,-73.986223223597
122,1064269.0,50070177,Manhattan,10033.0,"Juice, Smoothies, Fruit Salads",2017-09-28,2017,2017-09-28,0,1,40.849311348264,-73.936665225529
123,1076200.0,50117475,Manhattan,10019.0,American,2022-03-17,2022,2022-03-17,0,1,40.76333169249,-73.981632821153
124,1000859.0,50059422,Manhattan,10005.0,Mexican,2017-02-23,2017,2017-02-23,0,1,40.704564628733,-74.009363011074
125,1015234.0,50092211,Manhattan,10018.0,Greek,2019-08-27,2019,2019-08-27,0,1,40.751903544573,-73.989940937192
126,1001126.0,50090298,Manhattan,10038.0,Sandwiches/Salads/Mixed Buffet,2019-08-28,2019,2019-08-28,0,1,40.707597839614,-74.005720498403
127,1024817.0,50061048,Manhattan,10019.0,Coffee/Tea,2017-11-29,2017,2017-11-29,0,1,40.762327389989,-73.983466901399
128,1077641.0,50099580,Manhattan,10009.0,Frozen Desserts,2019-12-03,2019,2019-12-03,0,1,40.726404074391,-73.984410292466
129,1077854.0,50111771,Manhattan,10028.0,Bakery Products/Desserts,2021-10-14,2021,2021-10-14,0,1,40.779100706695,-73.9537642205
130,1051930.0,50094773,Manhattan,10029.0,"Juice, Smoothies, Fruit Salads",2019-07-08,2019,2019-07-08,0,1,40.790468908403,-73.946172398835
131,1013718.0,50077108,Manhattan,10011.0,Spanish,2019-06-13,2019,2019-06-13,0,1,40.739058496307,-74.000873276672
132,1061480.0,50065774,Manhattan,10031.0,Seafood,2017-07-10,2017,2017-07-10,0,1,40.825608670397,-73.943618170934
133,1056609.0,50076583,Manhattan,10025.0,Chinese,2018-08-08,2018,2018-08-08,0,1,40.800270167358,-73.967409713917
134,1076770.0,50101322,Manhattan,10034.0,Tex-Mex,2020-02-12,2020,2020-02-12,0,1,40.864873945824,-73.919115482241
135,1088961.0,50088512,Manhattan,10001.0,Korean,2019-03-29,2019,2019-04-09,11,0,40.753984513583,-73.99983035853
136,1012215.0,50082564,Manhattan,10014.0,American,2018-11-07,2018,2018-11-07,0,1,40.739722560923,-74.006271777036
137,1013644.0,50088737,Manhattan,10018.0,Bakery Products/Desserts,2019-04-15,2019,2019-04-15,0,1,40.754944862407,-73.99146727149
138,1052003.0,50088306,Manhattan,10029.0,American,2019-05-23,2019,2019-05-23,0,1,40.791278004915,-73.944896909702
139,1014076.0,50094711,Manhattan,10011.0,Mediterranean,2019-07-09,2019,2019-07-09,0,1,40.743178329754,-73.9963190186
140,1000000.0,50099829,Manhattan,10019.0,American,2019-11-18,2019,2020-01-02,45,0,40.766065420049,-73.981317989964
141,1035374.0,50086387,Manhattan,10017.0,American,2019-02-13,2019,2019-02-13,0,1,40.753974024949,-73.977253608771
142,1012541.0,50076481,Manhattan,10011.0,Italian,2018-05-30,2018,2018-08-02,64,0,40.741869040229,-74.004713006739
143,1012405.0,50078928,Manhattan,10001.0,American,2018-11-28,2018,2018-11-28,0,1,40.751415370279,-74.003313294477
144,1086844.0,50075668,Manhattan,10025.0,Chinese,2018-07-10,2018,2018-07-10,0,1,40.791809318966,-73.972011249834
145,1083247.0,50079907,Manhattan,10003.0,Chicken,2018-08-16,2018,2018-08-16,0,1,40.734254679187,-73.989467313512
146,1022631.0,50106486,Manhattan,10036.0,Coffee/Tea,2021-09-28,2021,2021-09-28,0,1,40.756988804299,-73.983258877307
147,1090548.0,50105020,Manhattan,10038.0,Hamburgers,2021-11-29,2021,2022-01-05,37,0,40.705857736005,-74.003769082082
148,1010939.0,50068912,Manhattan,10014.0,Italian,2019-06-18,2019,2019-06-18,0,1,40.735907507698,-74.000847976346
149,1061751.0,50087979,Manhattan,10031.0,Chinese,2019-03-26,2019,2019-03-26,0,1,40.823161763817,-73.95281935839
150,1000828.0,50093325,Manhattan,10005.0,Pizza,2019-08-26,2019,2019-10-29,64,0,40.705835523582,-74.008515597925
151,1005849.0,50085102,Manhattan,10009.0,Vegetarian,2019-01-12,2019,2019-01-12,0,1,40.726568807391,-73.984760220316
152,1050369.0,50077752,Manhattan,10028.0,Coffee/Tea,2018-07-25,2018,2018-07-25,0,1,40.772388079661,-73.949718035948
153,,50074685,Manhattan,10031.0,Thai,2018-05-30,2018,2018-05-30,0,1,40.828635822501,-73.948847884257
154,1053099.0,50064590,Manhattan,10035.0,American,2017-07-05,2017,2017-07-05,0,1,40.796216259186,-73.935238752503
155,1004469.0,50087839,Manhattan,10009.0,Bottled Beverages,2019-05-22,2019,2019-05-22,0,1,40.72402347752,-73.978883756867
156,1019911.0,50113973,Manhattan,10016.0,American,2021-12-15,2021,2021-12-15,0,1,40.742435646672,-73.980505451793
157,1088793.0,50056632,Manhattan,10021.0,Coffee/Tea,2016-11-23,2016,2016-11-23,0,1,40.7656443799,-73.956874611988
158,1081076.0,50067464,Manhattan,10007.0,Asian/Asian Fusion,2017-10-25,2017,2017-10-25,0,1,40.715214166354,-74.011240301245
159,1045889.0,50084540,Manhattan,10021.0,Indian,2018-12-26,2018,2018-12-26,0,1,40.768838645926,-73.955226283657
160,1047526.0,50110709,Manhattan,10028.0,Coffee/Tea,2021-10-25,2021,2021-10-25,0,1,40.775412817718,-73.956478321047
161,1024703.0,50095860,Manhattan,10036.0,American,2020-02-28,2020,2020-02-28,0,1,40.757991356019,-73.989218092096
162,1086050.0,50095781,Manhattan,10010.0,Chicken,2019-08-29,2019,2019-10-10,42,0,40.742431607851,-73.993132520787
163,1024953.0,50076881,Manhattan,10036.0,Thai,2018-06-25,2018,2018-06-25,0,1,40.758782098419,-73.992354752911
164,1088961.0,50089572,Manhattan,10001.0,American,2019-05-30,2019,2019-12-04,188,0,40.753710037499,-73.999779827939
165,1014952.0,50092653,Manhattan,10011.0,Coffee/Tea,2020-03-04,2020,2020-03-04,0,1,40.743241339319,-73.993590755708
166,1004368.0,50080795,Manhattan,10009.0,Pizza,2018-10-26,2018,2018-10-26,0,1,40.72049909919,-73.978361779795
167,1076176.0,50056821,Manhattan,10019.0,American,2017-03-10,2017,2017-03-10,0,1,40.763506955506,-73.979275500684
168,1015194.0,50087031,Manhattan,10001.0,Hamburgers,2019-03-13,2019,2019-03-13,0,1,40.75066573311,-73.990843427945
169,1084711.0,50087316,Manhattan,10010.0,American,2019-03-21,2019,2019-03-21,0,1,40.737481252181,-73.979943981619
170,1038905.0,50073245,Manhattan,10017.0,Italian,2018-08-21,2018,2018-08-21,0,1,40.75324491455,-73.969688654977
171,1035791.0,50103012,Manhattan,10022.0,American,2021-08-12,2021,2021-08-12,0,1,40.762772927699,-73.973546864357
172,1038674.0,50101533,Manhattan,10017.0,Coffee/Tea,2021-11-09,2021,2021-11-09,0,1,40.750687275724,-73.97155578678
173,1014582.0,50063446,Manhattan,10011.0,Mediterranean,2017-05-25,2017,2017-05-25,0,1,40.739025479377,-73.99563361881
174,1083026.0,50067221,Manhattan,10121.0,Tex-Mex,2017-10-26,2017,2017-11-08,13,0,40.750009774218,-73.991345194031
175,1000058.0,50066224,Manhattan,10280.0,Bakery Products/Desserts,2017-09-27,2017,2017-09-28,1,0,40.711530166285,-74.015672785414
176,1012541.0,50098458,Manhattan,10011.0,American,2019-09-24,2019,2019-11-14,51,0,40.741869040229,-74.004713006739
177,1035775.0,50099436,Manhattan,10022.0,Sandwiches,2019-11-13,2019,2019-11-13,0,1,40.761169899412,-73.973161256578
178,1002399.0,50117809,Manhattan,10013.0,Chinese,2022-01-13,2022,2022-01-13,0,1,40.71596128159,-73.998297342146
179,1052762.0,50077087,Manhattan,10029.0,Chicken,2018-04-26,2018,2018-04-26,0,1,40.789145844134,-73.940424271425
180,1025243.0,50089756,Manhattan,10019.0,Turkish,2019-04-18,2019,2019-04-18,0,1,40.764421898357,-73.985368828834
181,1015248.0,50097636,Manhattan,10018.0,Japanese,2020-01-02,2020,2021-11-22,690,1,40.752433115397,-73.988179514307
182,1017861.0,50073898,Manhattan,10003.0,French,2018-03-22,2018,2018-05-31,70,0,40.737358906912,-73.988423967616
183,1012353.0,50104914,Manhattan,10011.0,Irish,2021-12-28,2021,2021-12-28,0,1,40.747781270923,-74.004381393498
184,1063031.0,50100225,Manhattan,10032.0,Thai,2019-12-26,2019,2019-12-26,0,1,40.840659764673,-73.936344609474
185,1006985.0,50081064,Manhattan,10013.0,Mediterranean,2019-01-22,2019,2019-01-22,0,1,40.720215620214,-73.996157951668
186,1000810.0,50098480,Manhattan,10006.0,Coffee/Tea,2019-10-11,2019,2019-10-11,0,1,40.707287185906,-74.012090177168
187,1062647.0,50106339,Manhattan,10032.0,Asian/Asian Fusion,2021-12-16,2021,2021-12-16,0,1,40.838212419955,-73.938103355028
188,1090554.0,50099465,Manhattan,10002.0,Japanese,2021-08-16,2021,2021-11-03,79,0,40.718502330547,-73.988084546292
189,1083718.0,50086390,Manhattan,10036.0,American,2019-04-18,2019,2019-04-18,0,1,40.759286347772,-73.984543344215
190,1020543.0,50080673,Manhattan,10010.0,Frozen Desserts,2019-05-01,2019,2019-05-01,0,1,40.736877685808,-73.981625707666
191,1055673.0,50089980,Manhattan,10025.0,Mexican,2019-06-25,2019,2019-06-25,0,1,40.799590746045,-73.962591805711
192,1003081.0,50098189,Manhattan,10013.0,Italian,2020-01-16,2020,2020-01-16,0,1,40.718448032288,-73.997759766673
193,1065009.0,50053806,Manhattan,10034.0,Mexican,2016-12-15,2016,2020-03-06,1177,1,40.86938998294,-73.916615146727
194,1077286.0,50076151,Manhattan,10020.0,American,2018-08-21,2018,2020-02-06,534,1,40.757896671605,-73.97928808179
195,1010157.0,50088759,Manhattan,10014.0,Pizza,2019-03-25,2019,2019-03-25,0,1,40.73223496151,-74.003532437925
196,1010192.0,50095899,Manhattan,10014.0,Japanese,2020-01-15,2020,2020-01-15,0,1,40.733116012306,-74.004095373096
197,1005720.0,50046749,Manhattan,10002.0,American,2018-03-23,2018,2018-03-23,0,1,40.721790899881,-73.991969387301
198,1090554.0,50104310,Manhattan,10002.0,"Juice, Smoothies, Fruit Salads",2021-10-15,2021,2021-11-30,46,0,40.718140053728,-73.988402066414
199,1056625.0,50080780,Manhattan,10025.0,Chicken,2018-10-04,2018,2018-10-04,0,1,40.801090814064,-73.967293727948
200,1048851.0,50111102,Manhattan,10128.0,Sandwiches/Salads/Mixed Buffet,2021-11-10,2021,2021-11-10,0,1,40.779516572959,-73.95055755547
201,1034840.0,50095340,Manhattan,10019.0,Chinese,2019-10-25,2019,2019-10-25,0,1,40.762699245064,-73.975463733228
202,1026994.0,50109080,Manhattan,10036.0,American,2021-12-02,2021,2021-12-02,0,1,40.763190214509,-73.992888509248
203,1002180.0,50072570,Manhattan,10013.0,French,2018-05-14,2018,2018-05-14,0,1,40.719737943896,-74.005887490861
204,1004534.0,50106215,Manhattan,10009.0,Latin American,2021-08-26,2021,2021-08-26,0,1,40.724085987108,-73.975748586975
205,1038670.0,50077720,Manhattan,10017.0,American,2018-06-01,2018,2018-06-01,0,1,40.750802304405,-73.970559592728
206,1088113.0,50080052,Manhattan,10012.0,Coffee/Tea,2018-09-13,2018,2018-09-13,0,1,40.724560640617,-73.99847029567
207,1089717.0,50077338,Manhattan,10036.0,American,2018-09-21,2018,2018-09-21,0,1,40.760005931921,-73.98842723593
208,1060115.0,50093505,Manhattan,10037.0,Seafood,2021-12-21,2021,2021-12-21,0,1,40.818535120733,-73.937633984937
209,1043540.0,50077169,Manhattan,10022.0,American,2018-07-27,2018,2018-07-27,0,1,40.761875970573,-73.965403462417
210,1031134.0,50088962,Manhattan,10024.0,Coffee/Tea,2019-08-20,2019,2019-08-20,0,1,40.783468566296,-73.974354695885
211,1010652.0,50098865,Manhattan,10011.0,Asian/Asian Fusion,2019-11-22,2019,2022-01-03,773,1,40.736914804338,-73.997170963641
